publisher,owners_mid,owners_mid_scaled,language_count,language_count_scaled,review_score,concurrent_users,engagement_ratio,total_games_count,recent_games_count,recent_games_ratio
Jonas Autenrieth,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Jonas Dall,85000,11.3504183001,1,0.6931471806,0,0,0,2,0,0
Jonas De Carvalho Felinto,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
Jonas Herfindal,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Jonas Kyratzes,45000,10.7144399907,1,0.6931471806,0.8888888889,0,0,2,0,0
Jonas Patrik,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jonas Tag,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonas Traweek,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
Jonas Tyroller,150000,11.9183972397,25,3.258096538,1,2,0.0000133333,1,0,0
JonatanFoto (Russell Variedalia),10000,9.210440367,3,1.3862943611,0,0,0,1,0,0
Jonatas Duarte,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
Jonathan B Wood,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Bartram,20000,9.9035375513,1,0.6931471806,0.646090535,0,0,2,1,0.5
Jonathan BRASSAUD,85000,11.3504183001,4,1.6094379124,0.5422222222,0,0,2,0,0
Jonathan Brassaud,10000,9.210440367,9,2.302585093,0.6666666667,0,0,1,0,0
Jonathan Calsolaro,20000,9.9035375513,5,1.7917594692,0.475308642,0,0,2,0,0
Jonathan Dana,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
Jonathan Demir,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Fortino Hernandez Silva,35000,10.4631319115,3,1.3862943611,0.7777777778,0,0,1,1,1
Jonathan Francis,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Jonathan Grey,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Harvey,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Holmes (crait),10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jonathan L Clark,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Law,20000,9.9035375513,1,0.6931471806,0,1,0.00005,2,0,0
Jonathan Lorenz,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jonathan MacLellan,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Menard,10000,9.210440367,12,2.5649493575,0,0,0,1,0,0
Jonathan Moye,30000,10.3089859934,1,0.6931471806,0.431372549,0,0,3,1,0.3333333333
Jonathan Mulcahy,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
Jonathan Prado,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Jonathan Price Art,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jonathan Robson,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Jonathan Rocha,20000,9.9035375513,2,1.0986122887,0.7,0,0,2,0,0
Jonathan Sprauel Games,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Jonathan Waller,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
Jonathan Ward,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan Wood,35000,10.4631319115,1,0.6931471806,0.8888888889,0,0,1,0,0
Jonathan Öhrström,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonathan.S,85000,11.3504183001,1,0.6931471806,0,0,0,2,0,0
Jonathon Baroi,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Jonayne,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Jondob Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Jong Games,10000,9.210440367,1,0.6931471806,0.8888888889,4,0.0004,1,1,1
Jonne Ojennus,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
Jonni The Dodger,20000,9.9035375513,4,1.6094379124,0,0,0,2,0,0
jonniemadeit,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Jonnil,20000,9.9035375513,5,1.7917594692,0.7777777778,1,0.00005,2,0,0
Jonny's Games,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,1,1
jonnymelabo,10000,9.210440367,2,1.0986122887,0.8888888889,3,0.0003,1,0,0
Jonrador,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jonworks Interactive,150000,11.9183972397,1,0.6931471806,0,0,0,1,1,1
JooGray videogames,95000,11.4616426968,8,2.1972245773,0.46875,0,0,3,0,0
Joon Games,35000,10.4631319115,10,2.3978952728,0,0,0,1,1,1
Joona Vartiainen,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
Joongwon Games,85000,11.3504183001,3,1.3862943611,0.5555555556,0,0,2,0,0
JOONSPICTURES,20000,9.9035375513,3,1.3862943611,0.5161290323,0,0,2,0,0
Jooz,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
JOP Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JoqLePecheur,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
joqlepecheur,20000,9.9035375513,2,1.0986122887,0,0,0,2,0,0
Joraell,10000,9.210440367,1,0.6931471806,0.7777777778,5,0.0005,1,1,1
Jord&Eld,110000,11.6082447356,1,0.6931471806,0.8888888889,10,0.0000909091,2,0,0
Jordan,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
Jordan B Cutler,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Jordan Fayd'herbe,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Jordan Hobgood,10000,9.210440367,10,2.3978952728,0,0,0,1,0,0
Jordan Keith,10000,9.210440367,9,2.302585093,0,0,0,1,1,1
Jordan Magnuson,45000,10.7144399907,29,3.4011973817,0.7650356779,0,0,2,0,0
Jordan Millett,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jordan Pacheco,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jordan Pefianco,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
Jordan Rott,55000,10.9151066459,1,0.6931471806,0,0,0,3,0,0
Jordan Russell,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jordan Sendar,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Jordy Lakiere,350000,12.7656912906,1,0.6931471806,0.8888888889,110,0.0003142857,1,0,0
Jorge David Muffareg Junior,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jorge David Sánchez Rey,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
Jorge Gil Alegre,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Jorge Giner Cordero,20000,9.9035375513,9,2.302585093,0.5555555556,0,0,2,0,0
Jorge Osbaldo Rodriguez,10000,9.210440367,5,1.7917594692,0,0,0,1,1,1
Jorge Ramon Puig,10000,9.210440367,6,1.9459101491,0.6666666667,0,0,1,0,0
Jorge T. Vargas,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
jorgen games Ltd,160000,11.9829353442,1,0.6931471806,0.8872608873,49,0.00030625,2,1,0.5
jormungandalf1,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Jorrit Van de Velde,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jorvan,20000,9.9035375513,4,1.6094379124,0,0,0,2,1,0.5
Jose Alfonso,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jose Andres Vázquez Mártinez,10000,9.210440367,2,1.0986122887,0,1,0.0001,1,0,0
Jose Juan Gambín,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jose Lousa,30000,10.3089859934,1,0.6931471806,0,0,0,3,3,1
Jose Luis Escobar,20000,9.9035375513,2,1.0986122887,0,0,0,2,0,0
Jose Maria Garcia Aboites,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Jose Omar Carrizo,10000,9.210440367,2,1.0986122887,0.6666666667,0,0,1,0,0
Jose Pedro Díaz,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Jose Romaguera Montero,10000,9.210440367,8,2.1972245773,0.7777777778,0,0,1,1,1
Josef,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Josef Vanžura,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Josep G. Camarasa,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Josep Monzonis Hernandez,65000,11.0821579334,1,0.6931471806,0.5151515152,0,0,4,0,0
Joseph A Mauke,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Joseph Alban,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joseph Bramlett,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
Joseph Caero,10000,9.210440367,1,0.6931471806,0,3,0.0003,1,1,1
Joseph Calabro,20000,9.9035375513,1,0.6931471806,0.8510638298,1,0.00005,2,0,0
Joseph Cook,30000,10.3089859934,1,0.6931471806,0.5288888889,0,0,3,2,0.6666666667
Joseph Distler,10000,9.210440367,1,0.6931471806,0.8888888889,5,0.0005,1,0,0
Joseph Gribbin,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
Joseph Griggs,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Joseph J Helfenbein,10000,9.210440367,4,1.6094379124,0,0,0,1,1,1
Joseph Jolton,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joseph Kukla,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joseph Lee,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joseph Lodge,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joseph MacDonald,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Joseph Murray,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Joseph Renzi,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Joseph Warwick Victor Hewitt,35000,10.4631319115,1,0.6931471806,0.7777777778,1,0.0000285714,1,0,0
Josephus,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Josh,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Josh Bossie,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Josh Hill,75000,11.2252567258,1,0.6931471806,0.7777777778,0,0,1,0,0
Josh Jaques,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Josh Koenig,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
Josh Koenig (Slashandz),45000,10.7144399907,3,1.3862943611,0.8814814815,0,0,2,0,0
Josh Larsen,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
Josh Leap,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Josh McNamee,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Josh Penn-Pierson,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Josh Powlison,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Josh Redmon,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Josh Rieg,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Josh Sellers,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Josh Singer,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
Josh Sullivan,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Josh Woolley,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JoshCorp,10000,9.210440367,7,2.0794415417,0.5555555556,0,0,1,0,0
Joshua Angeley,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joshua Bergstrom,20000,9.9035375513,1,0.6931471806,0,0,0,2,1,0.5
Joshua Chenault,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joshua Curtis,35000,10.4631319115,1,0.6931471806,0.7777777778,1,0.0000285714,1,0,0
Joshua Cutting,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
Joshua Eye,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joshua Giles,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Joshua Harrison Blayney,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Joshua Hotchin,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
Joshua Hughes,45000,10.7144399907,1,0.6931471806,0.6666666667,0,0,2,0,0
Joshua Janik,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Joshua Keith,120000,11.6952553551,8,2.1972245773,0.8335229427,0,0,7,0,0
Joshua Krauchi,350000,12.7656912906,1,0.6931471806,0,0,0,1,0,0
Joshua Langley,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joshua Linscott,75000,11.2252567258,1,0.6931471806,0.7777777778,0,0,1,0,0
Joshua Meadows,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joshua Missile,45000,10.7144399907,1,0.6931471806,0.867654321,0,0,2,0,0
Joshua N Stanton,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joshua Roland,45000,10.7144399907,1,0.6931471806,0.6666666667,0,0,2,0,0
Joshua Rooijakkers,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
Joshua Sherrard,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Joshua Wilson,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Josiah Christiansen,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
Josiah Johnson,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Josiah Tull,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
Josiah Weaver,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JosPlays,150000,11.9183972397,1,0.6931471806,0.4444444444,0,0,1,0,0
Josyan,65000,11.0821579334,7,2.0794415417,0.8285714286,2,0.0000307692,4,2,0.5
José Antonio De los Ángeles Rodríguez,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
José Antonio Durá Olmos,35000,10.4631319115,2,1.0986122887,0.7777777778,0,0,1,0,0
José F. de León,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
José Lousa,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jota14K,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jotar,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
JOTASOFT STUDIOS,20000,9.9035375513,12,2.5649493575,0.6666666667,22,0.0011,2,1,0.5
Joulion S.,10000,9.210440367,6,1.9459101491,0.5555555556,0,0,1,0,0
jounistudios,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
jounitus,35000,10.4631319115,12,2.5649493575,0.6666666667,1,0.0000285714,1,1,1
Joure Visser,50000,10.8197982842,2,1.0986122887,0.8817558299,3,0.00006,5,0,0
Journey Bound Games,35000,10.4631319115,14,2.7080502011,1,4,0.0001142857,1,0,0
Jovan Jeftic,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Jovano Software,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jovial Studios,10000,9.210440367,13,2.6390573296,0.7777777778,3,0.0003,1,1,1
Jovius Studios,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jovrnalism,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JOX Studio,45000,10.7144399907,2,1.0986122887,0.8606060606,14,0.0003111111,2,2,1
Joy Everafter Stories,85000,11.3504183001,1,0.6931471806,0,1,0.0000117647,2,0,0
Joy Way,415000,12.9360362088,9,2.302585093,0.8295844301,4,0.0000096386,5,2,0.4
JoyBits Ltd.,1285000,14.0662700545,16,2.8332133441,0.6917105295,12,0.0000093385,22,0,0
Joycat Games,10000,9.210440367,12,2.5649493575,0,0,0,1,1,1
Joychasing Games,10000,9.210440367,3,1.3862943611,0.6666666667,1,0.0001,1,1,1
JOYCITY,3510000,15.0711268803,6,1.9459101491,0.6665424409,165,0.0000470085,2,0,0
Joycity,350000,12.7656912906,10,2.3978952728,0.5555555556,210,0.0006,1,0,0
Joydance Studio,10000,9.210440367,12,2.5649493575,0,1,0.0001,1,0,0
JoyDev,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
JoyFI Games,10000,9.210440367,6,1.9459101491,0.5555555556,1,0.0001,1,1,1
Joyful Jo,10000,9.210440367,2,1.0986122887,0.7777777778,4,0.0004,1,1,1
JoyFull Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Joyfulstar,20000,9.9035375513,2,1.0986122887,0.6618357488,0,0,2,0,0
Joyfulstar Inc.,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Joyhop,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joyient,10000,9.210440367,2,1.0986122887,0.8888888889,0,0,1,0,0
JoyJog,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
JoyJog &amp; Waga,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Joymania Development,10000,9.210440367,14,2.7080502011,0.8888888889,2,0.0002,1,0,0
JoyMasher,235000,12.3673450484,1,0.6931471806,0.8868823677,3,0.000012766,3,0,0
JoyMoe Interactive Entertainment Limited,75000,11.2252567258,2,1.0986122887,0.5555555556,1,0.0000133333,1,0,0
JoyMoon Tech Ltd.,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
joynow,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
Joynow Studio,35000,10.4631319115,2,1.0986122887,0.8888888889,1,0.0000285714,1,1,1
joynowstudio,35000,10.4631319115,2,1.0986122887,0.4444444444,3,0.0000857143,1,0,0
Joyo Games,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
JoyPlot,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
JoyPlus,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JoyRobot,10000,9.210440367,6,1.9459101491,0,0,0,1,1,1
JoySpark Games,350000,12.7656912906,14,2.7080502011,1,318,0.0009085714,1,1,1
Joystick Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
Joystick Ventures,370000,12.8212609873,48,3.8918202981,0.9515879394,47,0.000127027,5,2,0.4
Joytoart Technology,10000,9.210440367,4,1.6094379124,0,0,0,1,1,1
JOZGames,105000,11.5617251529,3,1.3862943611,0.6797385621,0,0,8,3,0.375
Jozsef Szotak,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
João Capobianco,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
JP Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JP McHargue,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Jpduque,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JPEG OF PAIN,55000,10.9151066459,2,1.0986122887,0.8265107212,3,0.0000545455,3,0,0
JPG_Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
JPlaysan,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
jpm,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
jpm_games,35000,10.4631319115,1,0.6931471806,1,4,0.0001142857,1,0,0
JR 49 GAMES,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JR Game Devs,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
JR Games,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
JR Production,30000,10.3089859934,1,0.6931471806,0,1,0.0000333333,3,0,0
JR_Games,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
JRad Games,10000,9.210440367,2,1.0986122887,0.4444444444,0,0,1,0,0
Jrago Studios,160000,11.9829353442,15,2.7725887222,0.5632183908,1,0.00000625,2,2,1
JRB,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
JRC,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
Jrock-studio,10000,9.210440367,4,1.6094379124,0.8888888889,2,0.0002,1,1,1
JRPG.Novels,20000,9.9035375513,2,1.0986122887,0.6814814815,2,0.0001,2,0,0
JS,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JS GAME,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
JS Products LLC,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JS STUDIO,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
JSJstudio,10000,9.210440367,3,1.3862943611,0.6666666667,0,0,1,1,1
jSpeak,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
JSR-Productions,10000,9.210440367,29,3.4011973817,0.7777777778,0,0,1,0,0
JT Interactive Entertainment,75000,11.2252567258,1,0.6931471806,0.5555555556,0,0,1,0,0
JT Studio,10000,9.210440367,3,1.3862943611,0.7777777778,5,0.0005,1,1,1
JTA Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
jtggame,35000,10.4631319115,2,1.0986122887,0.5555555556,7,0.0002,1,0,0
JTS Development,60000,11.0021165077,1,0.6931471806,0.2361111111,0,0,6,1,0.1666666667
JTW,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Ju Cai,75000,11.2252567258,9,2.302585093,0.6666666667,0,0,1,0,0
Juan Carlos Parra Granados,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
Juan Cerrone,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
Juan Collin,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Juan Daniel González Alcobre,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Juan Gabriel Gomila,160000,11.9829353442,2,1.0986122887,0.5041152263,0,0,2,0,0
Juan Jose Garrido Gomez,45000,10.7144399907,1,0.6931471806,0.4575163399,0,0,2,0,0
Juan Jose Monsalve Rojas,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Juan P Dev,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
Juan Pedraza,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JUANWUWU Games,45000,10.7144399907,2,1.0986122887,0,0,0,2,0,0
Jubcow,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
JUBECO,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jubei Games,10000,9.210440367,3,1.3862943611,0.6666666667,8,0.0008,1,1,1
JubleLemonSeed,310000,12.6443308023,1,0.6931471806,0.6596435434,2,0.0000064516,4,0,0
JUBSTUDIO,35000,10.4631319115,1,0.6931471806,0.4444444444,0,0,1,0,0
Judah Lion Games,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
Judas Brothers,10000,9.210440367,10,2.3978952728,0,0,0,1,0,0
JudgmentDay,10000,9.210440367,6,1.9459101491,0,0,0,1,1,1
JUDOBABY INC.,20000,9.9035375513,1,0.6931471806,0.8767123288,1,0.00005,2,0,0
juezhu,35000,10.4631319115,2,1.0986122887,0.5555555556,0,0,1,0,0
Juggernaut Games,225000,12.3238601256,1,0.6931471806,0.8754644612,15,0.0000666667,2,1,0.5
JugglingJoeStudios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jugilus,30000,10.3089859934,1,0.6931471806,0.6432748538,1,0.0000333333,3,0,0
JUGOU NET,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Jugular Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
juhbee,35000,10.4631319115,1,0.6931471806,0.3333333333,0,0,1,0,0
juhbeedesigns,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Juice Blade,10000,9.210440367,23,3.1780538303,0.7777777778,0,0,1,1,1
Juice Game,35000,10.4631319115,2,1.0986122887,0.6666666667,1,0.0000285714,1,1,1
JuiceBox Indie,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
Juicy Beast,85000,11.3504183001,6,1.9459101491,0.8888888889,1,0.0000117647,2,0,0
Juicy Cupcake,10000,9.210440367,5,1.7917594692,0.7777777778,0,0,1,0,0
Juicy Eliot Games,10000,9.210440367,1,0.6931471806,0.7777777778,1,0.0001,1,1,1
Juicy Frog,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Juicy Jelly Cloud,30000,10.3089859934,9,2.302585093,0.6009070295,0,0,3,0,0
Juicy Lab,30000,10.3089859934,2,1.0986122887,0.3555555556,0,0,3,0,0
Juicy Pulp Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Juicy Slug,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JuicyChickenGames,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Jujubee S.A.,165000,12.0137068135,13,2.6390573296,0.5475121586,1,0.0000060606,9,0,0
juk3n,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
"Jukka Mattila - ""GamesByMichi""",10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Jul3DX,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Jules Maurer,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
Julia Barker,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Julia Games,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
Julia Minamata,10000,9.210440367,1,0.6931471806,0.8888888889,5,0.0005,1,1,1
Julian Bliss,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Julian Chiaravalli,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Julian Dietz,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
Julian Edison,205000,12.2307701362,1,0.6931471806,0.8380952381,2,0.0000097561,4,0,0
Julian Fokin,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Julian Henley,75000,11.2252567258,1,0.6931471806,0.2991452991,0,0,5,0,0
Julian Heuser,20000,9.9035375513,1,0.6931471806,0.5347222222,1,0.00005,2,1,0.5
Julian Lewis,10000,9.210440367,6,1.9459101491,0,0,0,1,0,0
Julian Ochando,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
Julian Roeckl,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
Julian Schlüntz,35000,10.4631319115,2,1.0986122887,0.8888888889,13,0.0003714286,1,0,0
Julian Stables,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Julian Wehrmann,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
Julian Weiss,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Juliano P Moraes,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Julien Mackay,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
Julio Oliveira,160000,11.9829353442,2,1.0986122887,0.7777777778,1,0.00000625,2,2,1
Julián Palacios Gechtman,10000,9.210440367,6,1.9459101491,0.8888888889,0,0,1,0,0
Jumagama,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
Jumb-O-Fun Games Inc,10000,9.210440367,7,2.0794415417,0.5555555556,0,0,1,0,0
JumbStuds,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
Jumit,10000,9.210440367,5,1.7917594692,0.7777777778,0,0,1,0,0
JUMP OR FALL,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
Jump Start Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
JumpBig,10000,9.210440367,2,1.0986122887,0.7777777778,1,0.0001,1,1,1
JumpCore Productions,35000,10.4631319115,1,0.6931471806,0.4444444444,0,0,1,0,0
Jumpdrive Studios,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
