publisher,owners_mid,owners_mid_scaled,language_count,language_count_scaled,review_score,concurrent_users,engagement_ratio,total_games_count,recent_games_count,recent_games_ratio
3AM Studios,10000,9.210440367,30,3.4339872045,0.6666666667,0,0,1,0,0
3B Bros,10000,9.210440367,16,2.8332133441,0,0,0,1,1,1
3BLACKDOT,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
3BoyZ.Corp,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
3C18S,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3Crew,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
3D Avenue,35000,10.4631319115,1,0.6931471806,0.8888888889,0,0,1,0,0
3D Bills,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
3D FACTORY,55000,10.9151066459,2,1.0986122887,0.6582278481,2,0.0000363636,3,0,0
3D Generation,85000,11.3504183001,1,0.6931471806,0.5555555556,0,0,2,0,0
3D Interactive Sthlm AB,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3D Joys,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3d Molier,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3d pixel art studio,350000,12.7656912906,2,1.0986122887,0,0,0,1,0,0
3D Realms,1225000,14.0184522183,14,2.7080502011,0.8264064449,67,0.0000546939,23,7,0.3043478261
3D Realms (Apogee Software),150000,11.9183972397,1,0.6931471806,0.8888888889,11,0.0000733333,1,0,0
3D Research Srl,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3D Talo Finland Ltd.,35000,10.4631319115,1,0.6931471806,0.8888888889,0,0,1,0,0
3D Visualisation Aesthetics Lab,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3D-AW,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,1,1
3D2 Entertainment,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
3DA,60000,11.0021165077,6,1.9459101491,0.5367965368,1,0.0000166667,6,0,0
3DAR,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3dcafe,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
3DCHADDD Productions,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3DClouds,120000,11.6952553551,28,3.36729583,0.5555555556,4,0.0000333333,3,0,0
3DDD Games,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
3DeadAngel,10000,9.210440367,1,0.6931471806,0.6666666667,2,0.0002,1,1,1
3Dflow SRL,10000,9.210440367,9,2.302585093,0.8888888889,1,0.0001,1,0,0
3DGY SOFT oy,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3DI LLC,70000,11.1562648066,1,0.6931471806,0,0,0,7,7,1
3Diddly Games,20000,9.9035375513,1,0.6931471806,0.7101449275,5,0.00025,2,2,1
3DIDGAME,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
3dinvis games,75000,11.2252567258,27,3.3322045102,0.5555555556,0,0,1,0,0
3DIQ,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
3DisturbedMonkeys,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3DisturbedMonkeys UK,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3Division,85000,11.3504183001,17,2.8903717579,0.8888888889,3,0.0000352941,2,0,0
3dlight-studio,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
3dm_live_wallpapers,385000,12.8610012107,18,2.9444389792,0.6512951439,204,0.0005298701,14,0,0
3DPet,110000,11.6082447356,29,3.4011973817,0.7484832727,2,0.0000181818,2,0,0
3DPuss,10000,9.210440367,4,1.6094379124,0.5555555556,1,0.0001,1,0,0
3DRComics,10000,9.210440367,1,0.6931471806,0.8888888889,8,0.0008,1,1,1
3dreals,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3dRudder SA,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
3DUtils,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3Dvisual,75000,11.2252567258,1,0.6931471806,0,0,0,1,0,0
3Elements,10000,9.210440367,1,0.6931471806,0,1,0.0001,1,1,1
3f Interactive,145000,11.8844959179,11,2.4849066498,0.6771442495,0,0,3,0,0
3Fgames,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
3G:Games,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
3GoGames,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3HR3HW,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
3ichael 7ambert,20000,9.9035375513,103,4.6443908991,0,0,0,2,2,1
3L Company,10000,9.210440367,3,1.3862943611,0.6666666667,0,0,1,0,0
3lb Games,10000,9.210440367,9,2.302585093,0.7777777778,0,0,1,0,0
3m0 studio,35000,10.4631319115,8,2.1972245773,0.4444444444,0,0,1,0,0
3MA Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3Mind Games,35000,10.4631319115,2,1.0986122887,0.5555555556,0,0,1,0,0
3P Studios,20000,9.9035375513,3,1.3862943611,0,0,0,2,0,0
3pixel,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3PLIX Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3Pupper Studios,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
3Q Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
3rd Eye Studios,20000,9.9035375513,8,2.1972245773,0.8888888889,0,0,2,0,0
3rd Pinnacle Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
3S Design,20000,9.9035375513,3,1.3862943611,0,1,0.00005,2,0,0
3StrakGames,20000,9.9035375513,14,2.7080502011,0.7777777778,0,0,2,0,0
3T Games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3T Labs,35000,10.4631319115,2,1.0986122887,0,0,0,1,1,1
3x3.zero,35000,10.4631319115,2,1.0986122887,0,0,0,1,0,0
3XEntertainment,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
3xl,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
3Y Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
4 BUDDIES,85000,11.3504183001,2,1.0986122887,0,0,0,2,1,0.5
4 Dimension Games,160000,11.9829353442,9,2.302585093,0.8888888889,18,0.0001125,2,1,0.5
4 Door Lemon Vision 1,10000,9.210440367,5,1.7917594692,0.6666666667,0,0,1,0,0
4 Fun Studio,30000,10.3089859934,1,0.6931471806,0.7447199265,0,0,3,0,0
4 Fun Studio Inc.,20000,9.9035375513,1,0.6931471806,0.6405228758,0,0,2,0,0
4 Hands Games,10000,9.210440367,8,2.1972245773,0.7777777778,1,0.0001,1,1,1
4 Hats,35000,10.4631319115,3,1.3862943611,0,0,0,1,0,0
4 hats,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
4 I Lab,105000,11.5617251529,9,2.302585093,0.7147856518,2,0.0000190476,4,2,0.5
4-Panel Footprint,10000,9.210440367,4,1.6094379124,0.6666666667,0,0,1,0,0
4/5 Dentists,10000,9.210440367,1,0.6931471806,0.6666666667,1,0.0001,1,0,0
40 Pound Tiger,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
40 Pound Tiger Studios,30000,10.3089859934,9,2.302585093,0,0,0,3,1,0.3333333333
404 game,10000,9.210440367,2,1.0986122887,0.6666666667,0,0,1,0,0
404 Name Not Found Studios,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
404.zero,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
40RS,150000,11.9183972397,4,1.6094379124,0.3333333333,0,0,1,1,1
41024,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
4188 Studios,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
42 Bits Entertainment,10000,9.210440367,16,2.8332133441,0,0,0,1,0,0
42 BYTES,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
42tones,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
430Games,155000,11.9511868475,23,3.1780538303,0.6650619222,18,0.000116129,13,7,0.5384615385
43DM Software,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
46flare.net,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
480 Games,20000,9.9035375513,1,0.6931471806,0.6098191214,1,0.00005,2,1,0.5
4886 Studios,35000,10.4631319115,1,0.6931471806,0,0,0,1,0,0
49肆酒,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
4artes3dGames,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
4Bit Games,55000,10.9151066459,7,2.0794415417,0.8394062078,2,0.0000363636,3,0,0
4Co,75000,11.2252567258,3,1.3862943611,0.6666666667,1,0.0000133333,1,0,0
4DAYS LAB Co.,45000,10.7144399907,2,1.0986122887,0.5131826742,1,0.0000222222,2,1,0.5
4DMACAU,10000,9.210440367,3,1.3862943611,0.5555555556,0,0,1,0,0
4E Publisher,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
4entertainment,10000,9.210440367,3,1.3862943611,0,0,0,1,1,1
4EversGames,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
4FLabGames Group,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
4FreaksFiction,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
4Fufelz,75000,11.2252567258,3,1.3862943611,0.8888888889,0,0,1,0,0
4G,1100000,13.9108216469,1,0.6931471806,0.9603801058,3760,0.0034181818,2,0,0
4H,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
4H StudioLab,145000,11.8844959179,1,0.6931471806,0.8888888889,1,0.0000068966,3,0,0
4Happy Studio,10000,9.210440367,9,2.302585093,0.8888888889,1,0.0001,1,1,1
4J Studios,10000,9.210440367,10,2.3978952728,0,0,0,1,1,1
4Kids,60000,11.0021165077,28,3.36729583,0,0,0,6,6,1
4L GAMES LTD.,10000,9.210440367,8,2.1972245773,0.7777777778,0,0,1,0,0
4M Software,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
4M2Q Studios,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
4MB Interactive Ltd,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
4MinuteWarning,10000,9.210440367,1,0.6931471806,0.8888888889,14,0.0014,1,0,0
4PM GAME,10000,9.210440367,8,2.1972245773,0.4444444444,0,0,1,0,0
4Realms,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
4sandwiches,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,1,1
4sdk,10000,9.210440367,1,0.6931471806,0.4444444444,0,0,1,0,0
4ShawGames,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
4T2,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
4t2 games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
4Tabern,150000,11.9183972397,2,1.0986122887,0.5555555556,0,0,1,0,0
4TEAMGB,10000,9.210440367,12,2.5649493575,0.7777777778,0,0,1,1,1
4th Foundation,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
4th Wall Breakers,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
4Tins Studios,20000,9.9035375513,7,2.0794415417,0,0,0,2,2,1
4ugui,150000,11.9183972397,1,0.6931471806,0.6666666667,0,0,1,0,0
4WayStudio,45000,10.7144399907,5,1.7917594692,0,0,0,2,0,0
4XPet,20000,9.9035375513,8,2.1972245773,0.5555555556,1,0.00005,2,2,1
5 Games,30000,10.3089859934,2,1.0986122887,0,0,0,3,3,1
5 Hours of Sleep,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
5 Lives Studios,1535000,14.2440415905,7,2.0794415417,0.6806439233,73,0.000047557,2,1,0.5
5 Minutes Yesterday,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
5 pillar wood,35000,10.4631319115,6,1.9459101491,0,0,0,1,0,0
50000 Leagues Ltd,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
501 Industries,85000,11.3504183001,1,0.6931471806,0.5547515678,0,0,2,0,0
502 Studios,10000,9.210440367,10,2.3978952728,0.7777777778,0,0,1,1,1
505 Games,23560000,16.9750609592,26,3.295836866,0.8416907708,9543,0.0004050509,48,6,0.125
505 GAMES,10000,9.210440367,13,2.6390573296,0,1,0.0001,1,0,0
505 Games Official,160000,11.9829353442,12,2.5649493575,0.6833720031,40,0.00025,2,2,1
505 Go Inc,750000,13.5278298188,7,2.0794415417,0.6666666667,354,0.000472,1,0,0
511GAMES,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
515 Games,10000,9.210440367,4,1.6094379124,0.7777777778,3,0.0003,1,0,0
522 Studios,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
528 Games,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
529games,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
53.097.894 TARSO LUIZ LOPES COELHO,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
549gamestudio,35000,10.4631319115,3,1.3862943611,0.5555555556,0,0,1,0,0
562 Interactive,30000,10.3089859934,7,2.0794415417,0.8888888889,1,0.0000333333,3,0,0
562 Interactive LLC.,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
56K Games,10000,9.210440367,4,1.6094379124,0.7777777778,2,0.0002,1,0,0
58works,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
5am Games GmbH,35000,10.4631319115,1,0.6931471806,0.8888888889,0,0,1,0,0
5AM Interactive,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
5D Realities,20000,9.9035375513,1,0.6931471806,0.8661311914,5,0.00025,2,0,0
5D6 Games,150000,11.9183972397,1,0.6931471806,0.5555555556,0,0,1,0,0
5Deniz,10000,9.210440367,7,2.0794415417,0.6666666667,0,0,1,1,1
5ive Bullet Games,10000,9.210440367,1,0.6931471806,0,1,0.0001,1,1,1
5minlab Corp.,115000,11.652696103,18,2.9444389792,0.8728862974,8,0.0000695652,5,2,0.4
5Peaks Publishing,10000,9.210440367,1,0.6931471806,0.6666666667,1,0.0001,1,1,1
5PM Studio,45000,10.7144399907,7,2.0794415417,0.8471434998,72,0.0016,2,1,0.5
5TH Cell,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
5th Planet Games Development ApS,45000,10.7144399907,1,0.6931471806,0.4987654321,0,0,2,0,0
5th VR,30000,10.3089859934,2,1.0986122887,0.5299145299,0,0,3,0,0
5th Wheel Games,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
5thFloorGamingDev,10000,9.210440367,2,1.0986122887,0.6666666667,0,0,1,0,0
5Wolf,10000,9.210440367,8,2.1972245773,0,0,0,1,0,0
5WORD Team,35000,10.4631319115,14,2.7080502011,0.8888888889,1,0.0000285714,1,0,0
6 Pillars Studio,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
6 Toad Games,45000,10.7144399907,1,0.6931471806,0.7275985663,0,0,2,0,0
601-GameStudio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
616 GAMES,170000,12.0435595984,2,1.0986122887,0.7987390486,9,0.0000529412,12,6,0.5
626 Interactive,30000,10.3089859934,103,4.6443908991,0.7133333333,1,0.0000333333,3,3,1
628 Games,10000,9.210440367,4,1.6094379124,0,0,0,1,0,0
64k,10000,9.210440367,1,0.6931471806,0.7777777778,1,0.0001,1,0,0
64tacos LLC,35000,10.4631319115,1,0.6931471806,0,0,0,1,1,1
64x64,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,1,1
6502 Workshop,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
659 Records (PTY) LTD,20000,9.9035375513,1,0.6931471806,0,0,0,2,1,0.5
66games,20000,9.9035375513,2,1.0986122887,0,0,0,2,2,1
68 Studio,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
68k Studios,40000,10.5966597328,3,1.3862943611,0.7511929107,2,0.00005,4,1,0.25
69 Games,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
69 Team,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
69Gate,20000,9.9035375513,4,1.6094379124,0.8888888889,1,0.00005,2,0,0
6ASD4 Games,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
6E6E6E,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
6waves,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
6Zeri,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
7 Box Games,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
7 Generation Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
7 Keys Studios,35000,10.4631319115,1,0.6931471806,0.5555555556,0,0,1,0,0
7 Raven Studios,30000,10.3089859934,13,2.6390573296,0.6718346253,0,0,3,1,0.3333333333
7 Soft Pillows,10000,9.210440367,5,1.7917594692,0.5555555556,0,0,1,0,0
7-429,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
700 Games Studio,10000,9.210440367,2,1.0986122887,0.8888888889,10,0.001,1,1,1
703 Studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
704 Games Company,220000,12.3013873708,1,0.6931471806,0.7952078032,27,0.0001227273,3,0,0
70:30,45000,10.7144399907,2,1.0986122887,0.3418803419,0,0,2,0,0
70X7,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
71 Studios,10000,9.210440367,1,0.6931471806,0.6666666667,2,0.0002,1,1,1
717 pixels,10000,9.210440367,11,2.4849066498,0.8888888889,1,0.0001,1,0,0
727 Not Hound,110000,11.6082447356,2,1.0986122887,0.8034825871,5,0.0000454545,11,6,0.5454545455
729白起生贺组,35000,10.4631319115,1,0.6931471806,0.7777777778,0,0,1,0,0
74 Ninjas,20000,9.9035375513,1,0.6931471806,0.6643518519,0,0,2,1,0.5
74BIT,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
74games,60000,11.0021165077,24,3.2188758249,0.1805555556,3,0.00005,6,6,1
751 Games,150000,11.9183972397,10,2.3978952728,0.8888888889,1,0.0000066667,2,1,0.5
763Industries,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
77 Studio,10000,9.210440367,4,1.6094379124,0.7777777778,0,0,1,1,1
777 Pixels,20000,9.9035375513,3,1.3862943611,0,0,0,2,2,1
788 Garage Studio,35000,10.4631319115,6,1.9459101491,0,0,0,1,0,0
78Games,10000,9.210440367,4,1.6094379124,0.7777777778,0,0,1,1,1
7A Games,45000,10.7144399907,14,2.7080502011,0.8888888889,0,0,2,0,0
7Cats-Team,75000,11.2252567258,17,2.8903717579,0,0,0,1,1,1
7Chords,10000,9.210440367,3,1.3862943611,0.7777777778,0,0,1,1,1
7DOTS,315000,12.6603310924,3,1.3862943611,0.8536355052,2,0.0000063492,11,0,0
7DPrinter,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
7Games,10000,9.210440367,3,1.3862943611,0,0,0,1,0,0
7K studio,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
7Levels S.A.,20000,9.9035375513,6,1.9459101491,0.8888888889,1,0.00005,2,0,0
7M Game Studio,10000,9.210440367,10,2.3978952728,0,0,0,1,1,1
7miao game,540000,13.1993262704,8,2.1972245773,0.232172471,0,0,11,9,0.8181818182
7Road,75000,11.2252567258,1,0.6931471806,0.5555555556,32,0.0004266667,1,0,0
7shi321,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
7TaleZ,10000,9.210440367,4,1.6094379124,0.8888888889,0,0,1,1,1
7th Beat Games,4250000,15.2624297762,15,2.7725887222,0.9142815371,1841,0.0004331765,2,0,0
7th Hill Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
7th Playground,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
7th Strike,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
7TPGames,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
7U.Studio,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,1,1
7up8down,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
8 CIRCUIT STUDIOS,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
8 Continent Ltd,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
8 Continents Ltd.,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
8 Floor Games,10000,9.210440367,4,1.6094379124,0.7777777778,1,0.0001,1,0,0
8-bit Caviar,20000,9.9035375513,3,1.3862943611,0,0,0,2,0,0
8-Bit Development,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
8-Bit Development Inc.,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
8-Bit Legit,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,1,1
800 North,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
800 North and Digital Ranch,1500000,14.2209763327,1,0.6931471806,0.8888888889,3,0.000002,1,0,0
838s Maniacs,20000,9.9035375513,12,2.5649493575,0.8127572016,0,0,2,1,0.5
85 Plus Games,10000,9.210440367,1,0.6931471806,0.8888888889,1,0.0001,1,1,1
852話,75000,11.2252567258,3,1.3862943611,0.7777777778,0,0,1,0,0
856 Studios,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
85KGames,10000,9.210440367,13,2.6390573296,0.7777777778,0,0,1,1,1
87arts,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
88 Polygons,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
8888888 LABS,35000,10.4631319115,1,0.6931471806,0.6666666667,0,0,1,0,0
896548314,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
89AM Studio,150000,11.9183972397,1,0.6931471806,0.5555555556,11,0.0000733333,2,0,0
8:95games,20000,9.9035375513,1,0.6931471806,0,0,0,2,1,0.5
8AAFFF,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
8AH,10000,9.210440367,2,1.0986122887,0.7777777778,0,0,1,0,0
8Bit Goose Games,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
8BitSkull,195000,12.1807599657,10,2.3978952728,0.8888888889,23,0.0001179487,3,1,0.3333333333
8D Studio,10000,9.210440367,3,1.3862943611,0.5555555556,0,0,1,0,0
8Floor,6145000,15.6311494637,23,3.1780538303,0.5708066388,1310,0.0002131814,48,2,0.0416666667
8floor,2820000,14.8522477975,12,2.5649493575,0.4334476995,72,0.0000255319,268,39,0.1455223881
8i,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
8LEGS.JP,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
8points,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
8th Shore,30000,10.3089859934,3,1.3862943611,0.7964912281,0,0,3,0,0
8x5y1a,10000,9.210440367,2,1.0986122887,0,1,0.0001,1,1,1
8º Arte Games,10000,9.210440367,10,2.3978952728,0,0,0,1,1,1
9 bit,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
9 Eyes Game Studio,100000,11.5129354649,6,1.9459101491,0.8845763572,1,0.00001,5,1,0.2
9 Game,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
9 Lust Puzzles,40000,10.5966597328,1,0.6931471806,0,1,0.000025,4,0,0
9 Squad LTD,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
90 Grados Studio,30000,10.3089859934,2,1.0986122887,0.658436214,2,0.0000666667,3,3,1
90% Games,10000,9.210440367,3,1.3862943611,0,0,0,1,0,0
90% Studios,55000,10.9151066459,8,2.1972245773,0.9466700907,5,0.0000909091,3,0,0
90E GAMES,70000,11.1562648066,2,1.0986122887,0,0,0,7,0,0
90s Studio,85000,11.3504183001,4,1.6094379124,0.5847953216,0,0,2,1,0.5
91Act,350000,12.7656912906,4,1.6094379124,0.8888888889,2020,0.0057714286,1,1,1
9432469 Canada Inc.,10000,9.210440367,1,0.6931471806,0.5555555556,0,0,1,0,0
95 pixels,10000,9.210440367,2,1.0986122887,0,0,0,1,0,0
9527 Studio,75000,11.2252567258,2,1.0986122887,0,0,0,1,0,0
954 Adultainment,10000,9.210440367,5,1.7917594692,0,0,0,1,0,0
96Brothers,10000,9.210440367,1,0.6931471806,0.7777777778,0,0,1,0,0
971 Games,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
971TIMES,10000,9.210440367,2,1.0986122887,0,0,0,1,1,1
98 INTERACTIVE,10000,9.210440367,9,2.302585093,0.5555555556,0,0,1,1,1
98 REDD GAMES,150000,11.9183972397,1,0.6931471806,0,0,0,1,0,0
98DEMAKE,185000,12.1281165095,1,0.6931471806,0.8888888889,0,0,2,0,0
99 Game Studio,10000,9.210440367,2,1.0986122887,0.5555555556,0,0,1,0,0
9900Studio,20000,9.9035375513,11,2.4849066498,0,0,0,2,2,1
999Bits,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
99cent,10000,9.210440367,1,0.6931471806,0.5555555556,1,0.0001,1,1,1
99Gamers Digital,35000,10.4631319115,2,1.0986122887,0.5555555556,0,0,1,0,0
99Games Online Pvt. Ltd.,75000,11.2252567258,14,2.7080502011,0.5555555556,51,0.00068,1,0,0
9FingerGames,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
9Garden,75000,11.2252567258,4,1.6094379124,0.8888888889,10,0.0001333333,1,1,1
9gyar,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
9heads Game Studios,405000,12.9116448152,3,1.3862943611,0.6635606381,0,0,4,0,0
9log6,30000,10.3089859934,2,1.0986122887,0,0,0,3,3,1
9mi,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
9th Floor Arcade Inc,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
9xgame,75000,11.2252567258,1,0.6931471806,0.6666666667,0,0,1,0,0
9YOGWORKS,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
<EyE>game,10000,9.210440367,0,0,0,0,0,1,0,0
?,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
@ Heliosphere Software,20000,9.9035375513,1,0.6931471806,0.7777777778,1,0.00005,2,2,1
@TonyDevGame,10000,9.210440367,11,2.4849066498,0.8888888889,0,0,1,1,1
@unepic_fran,55000,10.9151066459,6,1.9459101491,0.8888888889,2,0.0000363636,3,0,0
@ustinCameron,20000,9.9035375513,1,0.6931471806,0,0,0,2,0,0
@YearOfTheBob,10000,9.210440367,1,0.6931471806,0.6666666667,0,0,1,0,0
[2.21],500000,13.1223653774,6,1.9459101491,0.9593621399,5,0.00001,3,0,0
[Not-Disclosed],10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
[OneManBand],55000,10.9151066459,29,3.4011973817,0.8567375887,0,0,3,0,0
[SAMPLE TEXT] Studios ltd,160000,11.9829353442,1,0.6931471806,0.8843226788,0,0,2,0,0
[SuperType],10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
[TRAGIX▲] Terenzio Avantaggiato,10000,9.210440367,1,0.6931471806,0,0,0,1,0,0
[untitledDev],85000,11.3504183001,2,1.0986122887,0.8775292865,0,0,2,0,0
_badger,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
_Echelon Software,10000,9.210440367,1,0.6931471806,0.8888888889,0,0,1,0,0
_Elixer,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
_Helix_,35000,10.4631319115,2,1.0986122887,0,0,0,1,1,1
_if_N,10000,9.210440367,1,0.6931471806,0,0,0,1,1,1
_Jester_,10000,9.210440367,1,0.6931471806,0.7777777778,1,0.0001,1,0,0
